titulacion;universidad;facultad;provincia;comunidad_autonoma;nota_actual;nota_anterior;nota_maxima;universidad_nota_maxima;nota_minima;universidad_nota_minima
Ingeniería de Computadores;Universidad de Alcalá;Escuela Politécnica Superior;Madrid;Madrid;9,186;9,4;9,689;Universidad Complutense de Madrid;9,186;Universidad de Alcalá
Ingeniería de Datos e Inteligencia Artificial;Universidad Complutense de Madrid;Facultad de Informática;Madrid;Madrid;12,678;12,88;12,678;Universidad Complutense de Madrid;10,681;Universidad de León
Ingeniería de Materiales;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos;Madrid;Madrid;9,136;8,63;9,136;Universidad Politécnica de Madrid;;Universidad de Salamanca
Ingeniería de Materiales;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles;Madrid;Madrid;9,064;8,39;9,136;Universidad Politécnica de Madrid;;Universidad de Salamanca
Ingeniería de Materiales;Universidad Complutense de Madrid;Facultad de Ciencias Físicas;Madrid;Madrid;8,886;7,73;9,136;Universidad Politécnica de Madrid;;Universidad de Salamanca
Ingeniería de Materiales / Ingeniería de la Energía;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles;Madrid;Madrid;9,911;10,45;9,911;Universidad Rey Juan Carlos;9,911;Universidad Rey Juan Carlos
Ingeniería de Materiales / Ingeniería en Organización Industrial;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles;Madrid;Madrid;10,203;10,34;10,203;Universidad Rey Juan Carlos;10,203;Universidad Rey Juan Carlos
Ingeniería de Organización;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros Industriales;Madrid;Madrid;12,483;12,59;12,483;Universidad Politécnica de Madrid;12,483;Universidad Politécnica de Madrid
Ingeniería de Robótica Software;Universidad Rey Juan Carlos;Escuela de Ingeniería de Fuenlabrada;Madrid;Madrid;10,436;10,55;10,436;Universidad Rey Juan Carlos;10,436;Universidad Rey Juan Carlos
Ingeniería de Sistemas de Telecomunicación;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación;Madrid;Madrid;9,103;9,37;9,103;Universidad Politécnica de Madrid;;Universidad de Málaga
Ingeniería de Sonido e Imagen;Universidad Carlos III de Madrid;Escuela Politécnica Superior;Madrid;Madrid;9,566;9,93;9,566;Universidad Carlos III de Madrid;7,15;Universidad de Málaga
Ingeniería de Sonido e Imagen;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación;Madrid;Madrid;7,726;8,47;9,566;Universidad Carlos III de Madrid;7,15;Universidad de Málaga
Ingeniería de Tecnologías Industriales;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles;Madrid;Madrid;10,964;10,63;11,695;Universidad de Sevilla;5,114;Universidad de Oviedo
Ingeniería de Tecnologías y Servicios de Telecomunicación;Universidad Autónoma de Madrid;Escuela Politécnica Superior;Madrid;Madrid;9,714;9,23;9,714;Universidad Autónoma de Madrid;7,606;Universidad Politécnica de Catalunya
Ingeniería de Tecnologías y Servicios de Telecomunicación;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros de Telecomunicación;Madrid;Madrid;9,28;9,59;9,714;Universidad Autónoma de Madrid;7,606;Universidad Politécnica de Catalunya
Ingeniería de la Ciberseguridad;Universidad Rey Juan Carlos;Escuela Técnica Superior de Ingeniería Informática. Campus de Móstoles;Madrid;Madrid;10,853;11,02;10,853;Universidad Rey Juan Carlos;10,853;Universidad Rey Juan Carlos
Ingeniería de la Energía;Universidad Carlos III de Madrid;Escuela Politécnica Superior;Madrid;Madrid;11,606;11,78;11,606;Universidad Carlos III de Madrid;;Varios
Ingeniería de la Energía;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros de Minas y Energía;Madrid;Madrid;11,069;11,13;11,606;Universidad Carlos III de Madrid;;Varios
Ingeniería de la Energía;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles;Madrid;Madrid;10,5;10,49;11,606;Universidad Carlos III de Madrid;;Varios
Ingeniería de la Energía;Universidad Nacional de Educación a Distancia;Escuela Técnica Superior de Ingenieros Industriales;Madrid;Madrid;5,0;5,0;11,606;Universidad Carlos III de Madrid;;Varios
Ingeniería de la Energía / Ingeniería en Organización Industrial;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles;Madrid;Madrid;11,207;11,11;11,207;Universidad Rey Juan Carlos;11,207;Universidad Rey Juan Carlos
Ingeniería de las Tecnologías de la Información Geoespacial;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía;Madrid;Madrid;6,886;6,19;6,886;Universidad Politécnica de Madrid;6,886;Universidad Politécnica de Madrid
Ingeniería del Medio Natural;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural;Madrid;Madrid;5,0;5,24;5,0;Universidad Politécnica de Madrid;;Universidad Politécnica de Madrid
Ingeniería del Software;Universidad Complutense de Madrid;Facultad de Informática;Madrid;Madrid;10,4;10,53;11,508;Universidad de Málaga;10,09;Universidad Rey Juan Carlos
Ingeniería del Software;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería de Sistemas Informáticos;Madrid;Madrid;10,125;10,47;11,508;Universidad de Málaga;10,09;Universidad Rey Juan Carlos
Ingeniería del Software;Universidad Rey Juan Carlos;Escuela Técnica Superior de Ingeniería Informática. Campus de Móstoles;Madrid;Madrid;10,09;10,45;11,508;Universidad de Málaga;10,09;Universidad Rey Juan Carlos
Ingeniería del Software / Matemáticas;Universidad Rey Juan Carlos;Escuela Técnica Superior de Ingeniería Informática. Campus de Móstoles;Madrid;Madrid;12,8;13,08;12,8;Universidad Rey Juan Carlos;12,8;Universidad Rey Juan Carlos
Ingeniería en Comunicaciones Móviles y Espaciales;Universidad Carlos III de Madrid;Escuela Politécnica Superior;Madrid;Madrid;10,3;10,12;10,3;Universidad Carlos III de Madrid;10,3;Universidad Carlos III de Madrid
Ingeniería en Diseño Industrial y Desarrollo Producto / Ingeniería Mecánica;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería y Diseño Industrial;Madrid;Madrid;12,896;13,06;12,896;Universidad Politécnica de Madrid;12,896;Universidad Politécnica de Madrid
Ingeniería en Diseño Industrial y Desarrollo de Producto;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería y Diseño Industrial;Madrid;Madrid;12,414;12,58;12,414;Universidad Politécnica de Madrid;10,485;Universidad Politécnica de Cartagena
Ingeniería en Organización Industrial;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles;Madrid;Madrid;11,225;11,13;11,225;Universidad Rey Juan Carlos;;Universidad de Las Palmas de Gran Canaria
Ingeniería en Organización Industrial;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Madrid;Madrid;Madrid;11,108;10,98;11,225;Universidad Rey Juan Carlos;;Universidad de Las Palmas de Gran Canaria
Ingeniería en Recursos Energéticos, Combustibles y Explosivos;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros de Minas y Energía;Madrid;Madrid;8,114;8,8;8,114;Universidad Politécnica de Madrid;8,114;Universidad Politécnica de Madrid
Ingeniería en Sistemas Audiovisuales y Multimedia;Universidad Rey Juan Carlos;Escuela de Ingeniería de Fuenlabrada;Madrid;Madrid;7,65;7,89;7,65;Universidad Rey Juan Carlos;7,65;Universidad Rey Juan Carlos
Ingeniería en Sistemas de Información;Universidad de Alcalá;Escuela Politécnica Superior;Madrid;Madrid;8,9;8,11;8,9;Universidad de Alcalá;8,9;Universidad de Alcalá
Ingeniería en Sistemas de Telecomunicación;Universidad Rey Juan Carlos;Escuela de Ingeniería de Fuenlabrada;Madrid;Madrid;9,203;9,38;9,203;Universidad Rey Juan Carlos;5,47;Universidad Politécnica de Cartagena
Ingeniería en Sistemas de Telecomunicación;Universidad de Alcalá;Escuela Politécnica Superior;Madrid;Madrid;8,271;7,63;9,203;Universidad Rey Juan Carlos;5,47;Universidad Politécnica de Cartagena
Ingeniería en Sistemas de Telecomunicación / Administración y Dirección de Empresas;Universidad Rey Juan Carlos;Escuela de Ingeniería de Fuenlabrada;Madrid;Madrid;10,975;10,94;10,975;Universidad Rey Juan Carlos;10,975;Universidad Rey Juan Carlos
Ingeniería en Tecnología Minera;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros de Minas y Energía;Madrid;Madrid;8,114;7,21;8,114;Universidad Politécnica de Madrid;8,114;Universidad Politécnica de Madrid
Ingeniería en Tecnologías Aeroespaciales;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio;Madrid;Madrid;12,275;12,37;12,858;Universidad Politécnica de Catalunya;12,275;Universidad Politécnica de Madrid
Ingeniería en Tecnologías Ambientales;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural;Madrid;Madrid;5,0;5,22;5,0;Universidad Politécnica de Madrid;;Universidad Politécnica de Madrid
Ingeniería en Tecnologías Industriales;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros Industriales;Madrid;Madrid;11,978;12,14;12,07;Universidad Politécnica de Valencia;;Varios
Ingeniería en Tecnologías Industriales;Universidad Carlos III de Madrid;Escuela Politécnica Superior;Madrid;Madrid;11,891;11,99;12,07;Universidad Politécnica de Valencia;;Varios
Ingeniería en Tecnologías Industriales;Universidad de Alcalá;Escuela Politécnica Superior;Madrid;Madrid;10,613;10,72;12,07;Universidad Politécnica de Valencia;;Varios
Ingeniería en Tecnologías Industriales;Universidad Nacional de Educación a Distancia;Escuela Técnica Superior de Ingenieros Industriales;Madrid;Madrid;5,0;5,0;12,07;Universidad Politécnica de Valencia;;Varios
Ingeniería en Tecnologías de la Información;Universidad Nacional de Educación a Distancia;Escuela Técnica Superior de Ingeniería Informática;Madrid;Madrid;5,0;5,0;5,0;Universidad Nacional de Educación a Distancia;;Universidad Nacional de Educación a Distancia
Ingeniería en Tecnologías de la Telecomunicación;Universidad Carlos III de Madrid;Escuela Politécnica Superior;Madrid;Madrid;10,764;10,86;10,764;Universidad Carlos III de Madrid;;Universidad de Las Palmas de Gran Canaria
Ingeniería en Tecnologías de la Telecomunicación;Universidad Rey Juan Carlos;Escuela de Ingeniería de Fuenlabrada;Madrid;Madrid;9,587;9,84;10,764;Universidad Carlos III de Madrid;;Universidad de Las Palmas de Gran Canaria
Ingeniería en Tecnologías de la Telecomunicación;Universidad de Alcalá;Escuela Politécnica Superior;Madrid;Madrid;7,93;7,71;10,764;Universidad Carlos III de Madrid;;Universidad de Las Palmas de Gran Canaria
Ingeniería en Tecnologías de la Telecomunicación / Ingeniería Aeroespacial en Aeronavegación;Universidad Rey Juan Carlos;Escuela de Ingeniería de Fuenlabrada;Madrid;Madrid;12,602;12,54;12,602;Universidad Rey Juan Carlos;12,602;Universidad Rey Juan Carlos
Ingeniería y Sistemas de Datos;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros de Telecomunicación;Madrid;Madrid;11,41;11,71;11,41;Universidad Politécnica de Madrid;11,41;Universidad Politécnica de Madrid
Ingeniería y Sistemas de Datos / Ingeniería Telemática;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación;Madrid;Madrid;8,628;10,74;8,628;Universidad Politécnica de Madrid;8,628;Universidad Politécnica de Madrid
Inteligencia Artificial;Universidad Rey Juan Carlos;Escuela Técnica Superior de Ingeniería Informática. Campus de Móstoles;Madrid;Madrid;10,4;10,45;11,508;Universidad Politécnica de Catalunya;8,036;Universidad de Vigo
Lengua de Signos Española y Comunidad Sorda;Universidad Rey Juan Carlos;Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares. Campus de Madrid;Madrid;Madrid;5,0;5,44;5,0;Varios;;Varios
Lengua de Signos Española y Comunidad Sorda;Universidad Rey Juan Carlos;Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares. Campus de Alcorcón;Madrid;Madrid;5,0;5,89;5,0;Varios;;Varios
Lengua de Signos Española y Comunidad Sorda / Educación Primaria;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Alcorcón;Madrid;Madrid;9,14;11,193;9,14;Universidad Rey Juan Carlos;9,14;Universidad Rey Juan Carlos
Lengua de Signos Española y Comunidad Sorda / Terapia Ocupacional;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Alcorcón;Madrid;Madrid;10,164;9,728;10,164;Universidad Rey Juan Carlos;10,164;Universidad Rey Juan Carlos
Lengua de Signos Española y Comunidad Sorda / Trabajo Social;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Alcorcón;Madrid;Madrid;8,414;9,316;8,414;Universidad Rey Juan Carlos;8,414;Universidad Rey Juan Carlos
Lengua y Literatura Española;Universidad Nacional de Educación a Distancia;Facultad de Filología;Madrid;Madrid;5,0;5,0;6,795;Universidad de Murcia;;Varios
Lengua y Literatura Española;Universidad Rey Juan Carlos;Facultad de Artes y Humanidades. Campus de Fuenlabrada;Madrid;Madrid;5,0;5,34;6,795;Universidad de Murcia;;Varios
Lenguas Modernas y Traducción;Universidad de Alcalá;Facultad de Filosofía y Letras;Madrid;Madrid;6,386;5,98;6,386;Universidad de Alcalá;;Universidad de Alcalá
Lenguas Modernas y sus Literaturas;Universidad Complutense de Madrid;Facultad de Filología;Madrid;Madrid;5,0;5,19;6,813;Universitat de València (Estudi General);;Varios
Lenguas Modernas, Cultura y Comunicación (español);Universidad Autónoma de Madrid;Facultad de Filosofía y Letras;Madrid;Madrid;5,0;5,13;5,0;Universidad Autónoma de Madrid;;Universidad Autónoma de Madrid
Lenguas Modernas, Cultura y Comunicación (francés);Universidad Autónoma de Madrid;Facultad de Filosofía y Letras;Madrid;Madrid;5,0;5,13;5,0;Universidad Autónoma de Madrid;;Universidad Autónoma de Madrid
Lenguas Modernas, Cultura y Comunicación (inglés);Universidad Autónoma de Madrid;Facultad de Filosofía y Letras;Madrid;Madrid;5,0;5,13;5,0;Universidad Autónoma de Madrid;;Universidad Autónoma de Madrid
Lingüística y Lenguas Aplicadas;Universidad Complutense de Madrid;Facultad de Filología;Madrid;Madrid;5,0;5,36;5,0;Varios;;Varios
Literatura General y Comparada;Universidad Complutense de Madrid;Facultad de Filología;Madrid;Madrid;5,0;5,38;5,0;Universidad Complutense de Madrid;;Universidad Complutense de Madrid
Logopedia;Universidad Complutense de Madrid;Facultad de Psicología;Madrid;Madrid;9,475;8,61;11,168;Universidad de Oviedo;;Universidad de Cantabria
Marketing;Universidad Rey Juan Carlos;Facultad de Ciencias de la Economía y de la Empresa. Campus de Madrid;Madrid;Madrid;11,317;10,843;11,317;Universidad Rey Juan Carlos;;Varios
Marketing;Universidad Rey Juan Carlos;Facultad de Ciencias de la Economía y de la Empresa. Campus de Fuenlabrada;Madrid;Madrid;10,653;10,44;11,317;Universidad Rey Juan Carlos;;Varios
Marketing;Universidad Rey Juan Carlos;Facultad de Ciencias de la Economía y de la Empresa. Campus de Móstoles;Madrid;Madrid;10,453;10,04;11,317;Universidad Rey Juan Carlos;;Varios
Marketing;Universidad Rey Juan Carlos;Facultad de Ciencias de la Economía y de la Empresa. Campus de Aranjuez;Madrid;Madrid;9,434;9,2;11,317;Universidad Rey Juan Carlos;;Varios
Marketing;Universidad Rey Juan Carlos;Escuela Universitaria de Turismo ESERP (centro adscrito);Madrid;Madrid;5,0;5,0;11,317;Universidad Rey Juan Carlos;;Varios
Marketing;Universidad Rey Juan Carlos;Centro de Educación Superior CEDEU (centro adscrito);Madrid;Madrid;5,0;5,2;11,317;Universidad Rey Juan Carlos;;Varios
Matemática Aplicada y Computación;Universidad Carlos III de Madrid;Escuela Politécnica Superior;Madrid;Madrid;12,641;12,82;12,641;Universidad Carlos III de Madrid;12,641;Universidad Carlos III de Madrid
Matemáticas;Universidad Complutense de Madrid;Facultad de Ciencias Matemáticas;Madrid;Madrid;12,3;12,62;12,891;Universidad de Salamanca;;Universidad Nacional de Educación a Distancia
Matemáticas;Universidad Politécnica de Madrid;Escuela Politécnica de Enseñanza Superior;Madrid;Madrid;12,085;12,51;12,891;Universidad de Salamanca;;Universidad Nacional de Educación a Distancia
Matemáticas;Universidad Autónoma de Madrid;Facultad de Ciencias;Madrid;Madrid;11,988;12,61;12,891;Universidad de Salamanca;;Universidad Nacional de Educación a Distancia
Matemáticas;Universidad Rey Juan Carlos;Escuela Técnica Superior de Ingeniería Informática. Campus de Móstoles;Madrid;Madrid;11,811;12,43;12,891;Universidad de Salamanca;;Universidad Nacional de Educación a Distancia
Matemáticas;Universidad Nacional de Educación a Distancia;Facultad de Ciencias;Madrid;Madrid;5,0;5,0;12,891;Universidad de Salamanca;;Universidad Nacional de Educación a Distancia
Matemáticas / Física;Universidad Complutense de Madrid;Facultad de Ciencias Físicas;Madrid;Madrid;13,736;13,73;13,75;Universidad de Granada;13,156;Universidad de Oviedo
Matemáticas e Informática;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingenieros Informáticos;Madrid;Madrid;11,714;12,36;11,714;Universidad Politécnica de Madrid;11,714;Universidad Politécnica de Madrid
Matemáticas y Ciencia de Datos;Universidad Complutense de Madrid;Facultad de Ciencias Matemáticas;Madrid;Madrid;11,965;12,81;11,965;Universidad Complutense de Madrid;11,965;Universidad Complutense de Madrid
Matemáticas y Computación;Universidad de Alcalá;Escuela Politécnica Superior;Madrid;Madrid;11,349;11,302;11,349;Universidad de Alcalá;11,349;Universidad de Alcalá
Medicina;Universidad Complutense de Madrid;Facultad de Medicina;Madrid;Madrid;13,265;13,31;13,45;Universidad de Sevilla;11,388;Universidad de Vic - Universidad Central de Cataluña
Medicina;Universidad Autónoma de Madrid;Facultad de Medicina;Madrid;Madrid;13,148;13,2;13,45;Universidad de Sevilla;11,388;Universidad de Vic - Universidad Central de Cataluña
Medicina;Universidad de Alcalá;Facultad de Medicina y Ciencias de la Salud;Madrid;Madrid;13,102;13,12;13,45;Universidad de Sevilla;11,388;Universidad de Vic - Universidad Central de Cataluña
Medicina;Universidad Rey Juan Carlos;Facultad de Ciencias de la Salud. Campus de Alcorcón;Madrid;Madrid;13,082;13,12;13,45;Universidad de Sevilla;11,388;Universidad de Vic - Universidad Central de Cataluña
Musicología;Universidad Complutense de Madrid;Facultad de Geografía e Historia;Madrid;Madrid;6,084;5,33;7,614;Universidad Autónoma de Barcelona;6,084;Universidad Complutense de Madrid
Nanociencia y Nanotecnología;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles;Madrid;Madrid;11,636;11,81;11,636;Universidad Rey Juan Carlos;9,824;Universidad de A Coruña
Neurociencia;Universidad Carlos III de Madrid;Escuela Politécnica Superior;Madrid;Madrid;13,184;;13,184;Universidad Carlos III de Madrid;13,184;Universidad Carlos III de Madrid
Nutrición Humana y Dietética;Universidad Complutense de Madrid;Facultad de Medicina;Madrid;Madrid;10,462;9,88;11,366;Universidad Pablo de Olavide;;Varios
Nutrición Humana y Dietética;Universidad Autónoma de Madrid;Facultad de Ciencias;Madrid;Madrid;10,2;9,95;11,366;Universidad Pablo de Olavide;;Varios
Nutrición Humana y Dietética / Ciencia y Tecnología de los Alimentos;Universidad Autónoma de Madrid;Facultad de Ciencias;Madrid;Madrid;11,322;11,37;12,421;Universidad de Granada;11,322;Universidad Autónoma de Madrid
Odontología;Universidad Complutense de Madrid;Facultad de Odontología;Madrid;Madrid;12,777;12,77;13,23;Universidad de Sevilla;;Universidad de las Illes Balears
Odontología;Universidad Rey Juan Carlos;Facultad de Ciencias de la Salud. Campus de Alcorcón;Madrid;Madrid;12,734;12,72;13,23;Universidad de Sevilla;;Universidad de las Illes Balears
Paisajismo;Universidad Rey Juan Carlos;Escuela de Ingeniería de Fuenlabrada. Campus de Aranjuez;Madrid;Madrid;6,613;6,0;7,061;Universidad Politécnica de Catalunya;6,613;Universidad Rey Juan Carlos
Pedagogía;Universidad Complutense de Madrid;Facultad de Educación;Madrid;Madrid;9,2;9,28;9,834;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Pedagogía;Universidad Nacional de Educación a Distancia;Facultad de Educación;Madrid;Madrid;5,0;5,0;9,834;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Pedagogía;Universidad Complutense de Madrid;Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación Don Bosco (centro adscrito);Madrid;Madrid;5,0;5,82;9,834;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Periodismo;Universidad Carlos III de Madrid;Facultad de Humanidades, Comunicación y Documentación;Madrid;Madrid;9,5;9,85;10,866;Universidad Pompeu Fabra;;Varios
Periodismo;Universidad Rey Juan Carlos;Facultad de Ciencias de la Comunicación. Campus de Fuenlabrada;Madrid;Madrid;8,717;5,22;10,866;Universidad Pompeu Fabra;;Varios
Periodismo;Universidad Rey Juan Carlos;Facultad de Ciencias de la Comunicación. Campus de Madrid;Madrid;Madrid;8,578;7,13;10,866;Universidad Pompeu Fabra;;Varios
Periodismo;Universidad Complutense de Madrid;Facultad de Ciencias de la Información;Madrid;Madrid;7,574;6,15;10,866;Universidad Pompeu Fabra;;Varios
Periodismo / Comunicación Audiovisual;Universidad Carlos III de Madrid;Facultad de Humanidades, Comunicación y Documentación;Madrid;Madrid;11,728;11,88;12,674;Universidad de Sevilla;;Universidad de Sevilla
Periodismo / Comunicación Audiovisual;Universidad Rey Juan Carlos;Facultad de Ciencias de la Comunicación. Campus de Madrid;Madrid;Madrid;10,223;10,33;12,674;Universidad de Sevilla;;Universidad de Sevilla
Periodismo / Comunicación Audiovisual;Universidad Rey Juan Carlos;Facultad de Ciencias de la Comunicación. Campus de Fuenlabrada;Madrid;Madrid;9,787;9,31;12,674;Universidad de Sevilla;;Universidad de Sevilla
Periodismo / Humanidades;Universidad Carlos III de Madrid;Facultad de Humanidades, Comunicación y Documentación;Madrid;Madrid;7,999;5,99;7,999;Universidad Carlos III de Madrid;7,999;Universidad Carlos III de Madrid
Podología;Universidad Complutense de Madrid;Facultad de Enfermería, Fisioterapia y Podología;Madrid;Madrid;9,11;5,29;11,639;Universidad de Sevilla;;Varios
Podología;Universidad Autónoma de Madrid;Centro Superior de Estudios Universitarios La Salle (centro adscrito);Madrid;Madrid;6,43;6,06;11,639;Universidad de Sevilla;;Varios
Protocolo, Organización de Eventos y Comunicación Corporativa;Universidad Rey Juan Carlos;Facultad de Ciencias de la Comunicación. Campus de Madrid;Madrid;Madrid;10,195;9,0;10,195;Universidad Rey Juan Carlos;;Universidad Rey Juan Carlos
Protocolo, Organización de Eventos y Comunicación Corporativa;Universidad Rey Juan Carlos;Centro de Educación Superior CEDEU (centro adscrito);Madrid;Madrid;5,0;5,5;10,195;Universidad Rey Juan Carlos;;Universidad Rey Juan Carlos
Psicología;Universidad Autónoma de Madrid;Facultad de Psicología;Madrid;Madrid;10,739;10,93;11,829;Universidad de Sevilla;;Varios
Psicología;Universidad Rey Juan Carlos;Facultad de Ciencias de la Salud. Campus de Alcorcón;Madrid;Madrid;10,61;10,49;11,829;Universidad de Sevilla;;Varios
Psicología;Universidad Complutense de Madrid;Facultad de Psicología;Madrid;Madrid;10,289;10,27;11,829;Universidad de Sevilla;;Varios
Psicología;Universidad de Alcalá;Centro Universitario Cardenal Cisneros (centro adscrito);Madrid;Madrid;9,814;9,7;11,829;Universidad de Sevilla;;Varios
Psicología;Universidad Nacional de Educación a Distancia;Facultad de Psicología;Madrid;Madrid;5,0;5,0;11,829;Universidad de Sevilla;;Varios
Psicología;Universidad Complutense de Madrid;Centro de Enseñanza Superior Cardenal Cisneros (centro adscrito);Madrid;Madrid;5,0;5,01;11,829;Universidad de Sevilla;;Varios
Psicología / Logopedia;Universidad Complutense de Madrid;Facultad de Psicología;Madrid;Madrid;10,602;10,38;12,061;Universidad de Málaga;10,602;Universidad Complutense de Madrid
Publicidad y Relaciones Públicas;Universidad Complutense de Madrid;Facultad de Ciencias de la Información;Madrid;Madrid;10,833;11,08;11,848;Universidad Pompeu Fabra;;Varios
Publicidad y Relaciones Públicas;Universidad Rey Juan Carlos;Facultad de Ciencias de la Comunicación. Campus de Fuenlabrada;Madrid;Madrid;10,427;9,08;11,848;Universidad Pompeu Fabra;;Varios
Publicidad y Relaciones Públicas;Universidad Rey Juan Carlos;Facultad de Ciencias de la Comunicación. Campus de Madrid;Madrid;Madrid;10,332;10,5;11,848;Universidad Pompeu Fabra;;Varios
Publicidad y Relaciones Públicas / Administración y Dirección de Empresas;Universidad Rey Juan Carlos;Facultad de Ciencias de la Comunicación. Campus de Fuenlabrada;Madrid;Madrid;11,636;11,82;11,636;Universidad Rey Juan Carlos;11,636;Universidad Rey Juan Carlos
Publicidad y Relaciones Públicas / Marketing;Universidad Rey Juan Carlos;Facultad de Ciencias de la Comunicación. Campus de Fuenlabrada;Madrid;Madrid;13,089;13,03;13,089;Universidad Rey Juan Carlos;13,089;Universidad Rey Juan Carlos
Química;Universidad de Alcalá;Facultad de Ciencias;Madrid;Madrid;10,285;9,91;11,095;Universidad de Alicante;;Varios
Química;Universidad Complutense de Madrid;Facultad de Ciencias Químicas;Madrid;Madrid;10,136;9,55;11,095;Universidad de Alicante;;Varios
Química;Universidad Autónoma de Madrid;Facultad de Ciencias;Madrid;Madrid;9,961;9,7;11,095;Universidad de Alicante;;Varios
Química;Universidad Nacional de Educación a Distancia;Facultad de Ciencias;Madrid;Madrid;5,0;5,0;11,095;Universidad de Alicante;;Varios
Química / Bioquímica;Universidad Complutense de Madrid;Facultad de Ciencias Químicas;Madrid;Madrid;12,978;13,16;12,978;Universidad Complutense de Madrid;12,978;Universidad Complutense de Madrid
Recursos Hídricos;Universidad Rey Juan Carlos;Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles;Madrid;Madrid;5,0;5,28;5,0;Universidad Rey Juan Carlos;;Universidad Rey Juan Carlos
Relaciones Internacionales;Universidad Complutense de Madrid;Facultad de Ciencias Políticas y Sociología;Madrid;Madrid;11,878;11,46;13,054;Universidad Pablo de Olavide;7,87;Universidad de Murcia
Relaciones Internacionales;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Políticas. Campus de Fuenlabrada;Madrid;Madrid;11,725;11,1;13,054;Universidad Pablo de Olavide;7,87;Universidad de Murcia
Relaciones Internacionales;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Políticas. Campus de Madrid;Madrid;Madrid;11,286;10,88;13,054;Universidad Pablo de Olavide;7,87;Universidad de Murcia
Relaciones Internacionales;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Políticas. Campus de Aranjuez;Madrid;Madrid;10,965;10,25;13,054;Universidad Pablo de Olavide;7,87;Universidad de Murcia
Relaciones Internacionales / Ciencias Políticas y Gestión Pública;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Fuenlabrada;Madrid;Madrid;12,688;12,7;12,688;Universidad Rey Juan Carlos;12,688;Universidad Rey Juan Carlos
Relaciones Internacionales / Economía;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Fuenlabrada;Madrid;Madrid;12,267;12,122;12,267;Universidad Rey Juan Carlos;12,267;Universidad Rey Juan Carlos
